Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan
1,12.247694799837186,0.2352941176470588,0.75,0.41770383942496947,0.36633664724284354,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.9492753623188417,0.8833333333333329,0.0,0.0,1.0,1.0,0.5,0.7831499459004048,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.8100156799244174,0.8333333333333333,0.0,0.7271115769747638,0.8216641863324177,1.0,1.0,1.0,1.0,0.3561231403270009,0.9111384472875311,0.0,0.5776846306516914,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.2,0.8,0.9363636363636338,0.6666666666666666,0.5,0.9005596808329449,0.6666666666666666,1.0,1.0,0.0,0.7453160745442742,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
2,12.109011483651079,0.0,0.75,0.49457892944029314,0.39130960549358207,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.5,0.2,1.0,0.75,0.6000000000000001,0.5555555555555556,0.875,0.7536231884057969,0.43333333333333,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,1.0,0.6666666666666666,0.8397987435802897,0.8333333333333333,0.0,0.7905409200229934,0.856885157472248,1.0,1.0,1.0,1.0,0.5030256445304038,0.0,0.0,0.4702134864844787,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.6909090909090878,0.6666666666666666,0.5,0.8822521337384679,0.6666666666666666,1.0,1.0,0.8833801560854695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
3,12.317167140462953,0.2352941176470588,0.75,0.4344070263098172,0.42235150533813726,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.9347826086956523,0.8666666666666671,0.0,0.0,1.0,1.0,0.5,0.7634801826032693,0.6666666666666666,1.0,1.0,0.75,0.75,0.5,1.0,0.7758922749070245,0.8333333333333333,0.0,0.832687861384942,0.8282062292811078,1.0,1.0,1.0,1.0,0.38340922758317975,0.9125427113578917,0.0,0.5930681534768794,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.918181818181818,0.6666666666666666,0.5,0.9114263443268183,0.6666666666666666,1.0,1.0,0.0,0.7020426054626727,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
4,11.8493984158769,0.2941176470588235,0.75,0.3880756181311984,0.39028757655563684,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.7272727272727273,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.3115942028985508,0.3333333333333357,0.0,0.0,0.2,0.4,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,1.0,0.25,0.6666666666666666,0.7017969708178287,0.8333333333333333,0.0,0.8544080348076428,0.8103928293793011,1.0,0.75,1.0,1.0,0.39990918280431176,0.8988718872717688,0.0,0.5791298349702663,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.4,0.8909090909090907,0.3333333333333333,0.75,0.9171174172559817,0.6666666666666666,1.0,1.0,0.0,0.6809153797078094,0.9178814142195801,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
5,12.429216596844304,0.2352941176470588,0.75,0.5126457457720461,0.4687544823729972,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,1.0,0.4,1.0,0.75,1.0,0.7777777777777777,0.5,0.9275362318840585,0.8333333333333357,0.0,0.0,1.0,1.0,0.5,0.8430228546260966,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,1.0,0.8031635357244676,0.8333333333333333,0.0,0.8447503588226393,0.8480573418591058,1.0,1.0,1.0,1.0,0.46620586988341906,0.9322188952180184,0.0,0.6664994804706987,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.6000000000000001,0.8,0.9090909090909065,0.6666666666666666,0.75,0.9447339030689271,0.6666666666666666,1.0,1.0,0.8348591586287817,0.7824354723888409,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
6,11.8706006085425,0.17647058823529413,0.75,0.5170281613459222,0.46675416748791476,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4090909090909091,0.4,1.0,0.75,0.2,0.4444444444444445,0.5,0.8768115942028984,0.75,0.0,0.0,1.0,1.0,0.25,0.0,0.3333333333333333,1.0,0.75,0.75,0.75,0.25,1.0,0.8133207167280124,0.8333333333333333,0.0,0.6425234145175311,0.8150706730550893,1.0,1.0,1.0,1.0,0.3286223764186893,0.8697437762147641,0.0,0.4971898543189184,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.8,0.8454545454545439,0.3333333333333333,0.5,0.8867031880495669,0.6666666666666666,1.0,1.0,0.6618671566352161,0.6630610646395043,0.0,0.6299212598425197,0.0,0.0,0.0,0.5,0.5,0.04516129032258065,0.8181818181818182,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
7,12.63460335230218,0.0,0.75,0.4706822549929002,0.40093637676487126,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.4,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.9565217391304355,0.9166666666666643,0.0,0.0,1.0,1.0,1.0,0.7777430893228376,0.6666666666666666,1.0,1.0,1.0,0.75,0.75,1.0,0.8705361950632367,0.8333333333333333,0.0,0.8014657459211947,0.8831677090248897,1.0,1.0,1.0,1.0,0.6144385443359015,0.0,0.0,0.5743589681841152,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.9454545454545453,0.6666666666666666,0.5,0.9161353454285681,0.6666666666666666,1.0,1.0,0.8661792977889917,0.7374496815019935,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
8,12.206073145530048,0.2352941176470588,0.75,0.4398116124051572,0.4066363820749084,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5454545454545454,1.0,1.0,0.75,1.0,0.6666666666666665,0.625,0.7318840579710155,0.38333333333333286,0.0,0.0,0.6000000000000001,0.5,1.0,0.8040613373838302,0.3333333333333333,1.0,0.5,0.75,0.75,0.5,0.6666666666666666,0.8279417685161248,0.16666666666666666,0.6012927503549379,0.763342407960081,0.8449949900132359,1.0,1.0,1.0,1.0,0.4534331625913861,0.9252959926648748,0.0,0.6486752565668645,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.6666666666666666,0.6000000000000001,0.8,0.6636363636363605,0.6666666666666666,0.5,0.8875711146146684,0.6666666666666666,1.0,1.0,0.857163903549458,0.8854424645850947,0.8974103043319659,0.0,0.0,0.0,0.0,1.0,0.5,0.022580645161290325,0.9090909090909091,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
9,11.774520972481335,0.17647058823529413,0.25,0.3279308895668711,0.30319736121923957,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.0,1.0,0.75,0.2,0.6666666666666665,0.5,0.42753623188405854,0.0,0.0,0.0,0.8,0.4,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.9107680830883547,0.8313084826366794,1.0,0.75,1.0,0.3333333333333333,0.42319896553243863,0.8983380099051821,0.0,0.5906832074738122,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.75,0.6666666666666666,0.6000000000000001,0.4,0.2818181818181813,0.3333333333333333,0.5,0.8840553457956927,0.3333333333333333,1.0,1.0,0.7512588685492155,0.0,0.8850748136882991,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.5,0.6666666666666666,0.0,0.0,0.0,0.0
10,11.67844075090507,1.0,0.75,0.32060361469847787,0.34089581960894777,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.13636363636363635,0.0,0.0,0.0,0.4,0.4444444444444445,0.625,0.4855072463768124,0.0,0.0,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,1.0,0.8270866601205855,0.8333333333333333,0.0,0.7202573671310926,0.8349513441001456,1.0,1.0,1.0,1.0,0.44303584607637747,0.0,0.0,0.41413679816592985,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.3333333333333333,0.24999999999999997,1.0,0.6666666666666666,0.6000000000000001,0.8,0.35454545454545183,0.6666666666666666,0.25,0.7977359130657804,1.0,1.0,1.0,0.0,0.4314486550879405,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
11,11.771436932322203,0.0,0.75,0.4451385437101578,0.421479707026603,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2727272727272727,0.4,1.0,0.75,0.6000000000000001,0.4444444444444445,0.5,0.6739130434782616,0.25,1.0,0.0,0.6000000000000001,0.5,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.8328101154250538,0.8333333333333333,0.0,0.7159058975811756,0.8393302426915896,1.0,1.0,1.0,1.0,0.42980617161701495,0.0,0.0,0.4017700899866701,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.4,0.5909090909090899,0.3333333333333333,0.25,0.8633664250890256,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
